reactants,products
O=[C:16]([CH2:17][CH3:18])[c:19]1[cH:20][cH:21][c:22]([O:23][S:24](=[O:25])(=[O:26])[C:27]([F:28])([F:29])[F:30])[c:31]([O:32][CH3:33])[cH:34]1.O=[C:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][cH:8]1)[c:9]1[cH:10][cH:11][c:12]([OH:13])[cH:14][cH:15]1,[C:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][cH:8]1)([c:9]1[cH:10][cH:11][c:12]([OH:13])[cH:14][cH:15]1)=[C:16]([CH2:17][CH3:18])[c:19]1[cH:20][cH:21][c:22]([O:23][S:24](=[O:25])(=[O:26])[C:27]([F:28])([F:29])[F:30])[c:31]([O:32][CH3:33])[cH:34]1
CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([n:5]2[n:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]4[c:13]([c:14]3[O:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]3[C:23]#[N:24])[CH2:25][CH2:26][C@H:27]([CH3:28])[N:29]4[C:30]([O:31][CH3:32])=[O:33])[cH:34]2)[CH2:35][CH2:36]1,[NH:1]1[CH2:2][CH2:3][CH:4]([n:5]2[n:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]4[c:13]([c:14]3[O:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]3[C:23]#[N:24])[CH2:25][CH2:26][C@H:27]([CH3:28])[N:29]4[C:30]([O:31][CH3:32])=[O:33])[cH:34]2)[CH2:35][CH2:36]1
Cl[c:1]1[n:2][c:3]([OH:4])[c:5]2[c:6]([n:7]1)[n:8][cH:9][nH:10]2.[NH2:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]([Cl:18])[cH:19]1,[c:1]1([NH:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][c:17]([Cl:18])[cH:19]2)[n:2][c:3]([OH:4])[c:5]2[c:6]([n:7]1)[n:8][cH:9][nH:10]2
O[C:1]([CH2:2][NH:3][C:4]1([c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[O:11][CH3:12])[C:13](=[O:14])[N:15]([S:16]([c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23][c:24]2[O:25][C:26]([F:27])([F:28])[F:29])(=[O:30])=[O:31])[c:32]2[c:33]1[cH:34][c:35]([Cl:36])[cH:37][cH:38]2)=[O:39].[cH:40]1[cH:41][c:42]([N:43]2[CH2:44][CH2:45][NH:46][CH2:47][CH2:48]2)[cH:49][cH:50][n:51]1,[C:1]([CH2:2][NH:3][C:4]1([c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[O:11][CH3:12])[C:13](=[O:14])[N:15]([S:16]([c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23][c:24]2[O:25][C:26]([F:27])([F:28])[F:29])(=[O:30])=[O:31])[c:32]2[c:33]1[cH:34][c:35]([Cl:36])[cH:37][cH:38]2)(=[O:39])[N:46]1[CH2:45][CH2:44][N:43]([c:42]2[cH:41][cH:40][n:51][cH:50][cH:49]2)[CH2:48][CH2:47]1
Cl[CH2:1][c:2]1[c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[c:9](-[c:10]2[cH:11][cH:12][c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[cH:19]2)[c:20]2[c:21]([n:22]1)[cH:23][c:24]([O:25][CH3:26])[c:27]([O:28][CH3:29])[cH:30]2.[CH2:31]1[CH2:32][NH:33][CH2:34][CH2:35][NH:36]1,[CH2:1]([c:2]1[c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[c:9](-[c:10]2[cH:11][cH:12][c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[cH:19]2)[c:20]2[c:21]([n:22]1)[cH:23][c:24]([O:25][CH3:26])[c:27]([O:28][CH3:29])[cH:30]2)[N:33]1[CH2:32][CH2:31][NH:36][CH2:35][CH2:34]1
O=[N+:1]([O-])[c:2]1[c:3]([F:4])[cH:5][cH:6][c:7]([C:8]([NH:9][S:10]([N:11]([CH:12]([CH3:13])[CH3:14])[CH3:15])(=[O:16])=[O:17])=[O:18])[c:19]1[Cl:20],[NH2:1][c:2]1[c:3]([F:4])[cH:5][cH:6][c:7]([C:8]([NH:9][S:10]([N:11]([CH:12]([CH3:13])[CH3:14])[CH3:15])(=[O:16])=[O:17])=[O:18])[c:19]1[Cl:20]
C[O:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]2)[cH:12][cH:13][c:14]1[CH2:15][CH2:16][C:17]([CH3:18])([C:19](=[O:20])[NH:21][OH:22])[S:23]([CH3:24])(=[O:25])=[O:26],[OH:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]2)[cH:12][cH:13][c:14]1[CH2:15][CH2:16][C:17]([CH3:18])([C:19](=[O:20])[NH:21][OH:22])[S:23]([CH3:24])(=[O:25])=[O:26]
O[C:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][c:8]2[c:9]([CH3:10])[o:11][n:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[n:20][cH:21]1)=[O:22].[CH3:23][CH2:24][NH2:25],[C:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][c:8]2[c:9]([CH3:10])[o:11][n:12][c:13]2-[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[n:20][cH:21]1)(=[O:22])[NH:25][CH2:24][CH3:23]
Br[c:1]1[cH:2][c:3]([N+:4](=[O:5])[O-:6])[c:7]([F:8])[cH:9][cH:10]1.OB(O)[c:11]1[cH:12][cH:13][cH:14][c:15]([NH2:16])[cH:17]1,[c:1]1(-[c:11]2[cH:12][cH:13][cH:14][c:15]([NH2:16])[cH:17]2)[cH:2][c:3]([N+:4](=[O:5])[O-:6])[c:7]([F:8])[cH:9][cH:10]1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][CH2:9][NH:10][C:11](=[O:12])[CH2:13][O:14][CH2:15][c:16]2[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]2)[cH:23][cH:24]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][CH2:9][NH:10][C:11](=[O:12])[CH2:13][O:14][CH2:15][c:16]2[cH:17][cH:18][c:19]([F:20])[cH:21][cH:22]2)[cH:23][cH:24]1
Cl[C:1](=[O:2])[CH:3]=[CH:4][c:5]1[cH:6][cH:7][cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13]1.[O:14]=[N+:15]([O-:16])[c:17]1[cH:18][cH:19][cH:20][c:21]([OH:22])[cH:23]1,[C:1](=[O:2])([CH:3]=[CH:4][c:5]1[cH:6][cH:7][cH:8][c:9]([N+:10](=[O:11])[O-:12])[cH:13]1)[O:22][c:21]1[cH:20][cH:19][cH:18][c:17]([N+:15](=[O:14])[O-:16])[cH:23]1
Br[c:1]1[cH:2][c:3]2[c:4]([n:5][cH:6]1)[CH2:7][N:8]([C:9]([c:10]1[c:11]([O:12][C@@H:13]([CH3:14])[C:15]([F:16])([F:17])[F:18])[cH:19][cH:20][c:21]([S:22]([CH3:23])(=[O:24])=[O:25])[cH:26]1)=[O:27])[CH2:28]2.OB(O)[c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]1,[c:1]1(-[c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[cH:2][c:3]2[c:4]([n:5][cH:6]1)[CH2:7][N:8]([C:9]([c:10]1[c:11]([O:12][C@@H:13]([CH3:14])[C:15]([F:16])([F:17])[F:18])[cH:19][cH:20][c:21]([S:22]([CH3:23])(=[O:24])=[O:25])[cH:26]1)=[O:27])[CH2:28]2
O[C@@H:19]1[CH2:18][CH2:17][C@H:16]([C:13]([CH3:12])([CH3:14])[CH3:15])[CH2:21][CH2:20]1.[OH:1][c:2]1[cH:3][c:4]2[n:5][c:6]([CH3:7])[s:8][c:9]2[cH:10][cH:11]1,[O:1]([c:2]1[cH:3][c:4]2[n:5][c:6]([CH3:7])[s:8][c:9]2[cH:10][cH:11]1)[CH:19]1[CH2:18][CH2:17][CH:16]([C:13]([CH3:12])([CH3:14])[CH3:15])[CH2:21][CH2:20]1
Cl[CH2:1][CH2:2][N:3]([CH3:4])[CH3:5].[CH3:6][O:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([OH:14])[cH:15][cH:16]1,[CH2:1]([CH2:2][N:3]([CH3:4])[CH3:5])[O:14][c:13]1[cH:12][cH:11][c:10]([C:8]([O:7][CH3:6])=[O:9])[cH:16][cH:15]1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([N:6]2[CH:7]3[CH2:8][CH2:9][N:10]([CH3:11])[CH:12]3[CH2:13][CH2:14]2)[cH:15][cH:16]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[CH:7]3[CH2:8][CH2:9][N:10]([CH3:11])[CH:12]3[CH2:13][CH2:14]2)[cH:15][cH:16]1
O[C:1]([CH:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[OH:7])=[O:8].[NH2:9][C:10](=[O:11])[CH:12]([NH2:13])[CH2:14][O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[C:1]([CH:2]([CH2:3][CH:4]([CH3:5])[CH3:6])[OH:7])(=[O:8])[NH:13][CH:12]([C:10]([NH2:9])=[O:11])[CH2:14][O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
CC(C)(C)[Si](C)(C)[O:1][c:2]1[cH:3][cH:4][cH:5][c:6](/[C:7](=[CH:8]/[C:9]#[CH:10])[CH2:11][CH3:12])[cH:13]1,[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6](/[C:7](=[CH:8]/[C:9]#[CH:10])[CH2:11][CH3:12])[cH:13]1
Cl[c:1]1[c:2]([F:3])[cH:4][n:5][c:6]([Cl:7])[n:8]1.[NH2:9][CH:10]([c:11]1[cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24]1)[c:25]1[cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38]1,[c:1]1([NH:9][CH:10]([c:11]2[cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24]2)[c:25]2[cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38]2)[c:2]([F:3])[cH:4][n:5][c:6]([Cl:7])[n:8]1
c1ccc(C[O:1][c:2]2[c:3]([C:4]([NH:5][C@H:6]([C:7]([NH:8][C@H:9]([C@@H:10]([CH2:11][N:12]3[C@H:13]([C:14]([NH:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22][CH2:23][CH2:24]3)[OH:25])[CH2:26][c:27]3[cH:28][cH:29][cH:30][cH:31][cH:32]3)=[O:33])[CH2:34][C:35]([NH2:36])=[O:37])=[O:38])[cH:39][c:40]3[cH:41][cH:42][cH:43][cH:44][c:45]3[cH:46]2)cc1,[OH:1][c:2]1[c:3]([C:4]([NH:5][C@H:6]([C:7]([NH:8][C@H:9]([C@@H:10]([CH2:11][N:12]2[C@H:13]([C:14]([NH:15][C:16]([CH3:17])([CH3:18])[CH3:19])=[O:20])[CH2:21][CH2:22][CH2:23][CH2:24]2)[OH:25])[CH2:26][c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)=[O:33])[CH2:34][C:35]([NH2:36])=[O:37])=[O:38])[cH:39][c:40]2[cH:41][cH:42][cH:43][cH:44][c:45]2[cH:46]1
Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH2:8][CH3:9])=[O:10])[o:11]1.[CH3:12][CH2:13][c:14]1[n:15][c:16]2[c:17]([NH2:18])[n:19][c:20]3[cH:21][c:22]([OH:23])[cH:24][cH:25][c:26]3[c:27]2[s:28]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH2:8][CH3:9])=[O:10])[o:11]1)[O:23][c:22]1[cH:21][c:20]2[n:19][c:17]([NH2:18])[c:16]3[n:15][c:14]([CH2:13][CH3:12])[s:28][c:27]3[c:26]2[cH:25][cH:24]1
CC(C)(C)OC(=O)[NH:1][C@H:2]([C:3]([NH:4][CH:5]([C:6]([NH:7][CH2:8][CH2:9][O:10][CH3:11])=[O:12])[CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[O:20])[CH2:21][c:22]1[cH:23][s:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]12,[NH2:1][C@H:2]([C:3]([NH:4][CH:5]([C:6]([NH:7][CH2:8][CH2:9][O:10][CH3:11])=[O:12])[CH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[O:20])[CH2:21][c:22]1[cH:23][s:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]12
Cl[C:1](=[O:2])[O:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH3:10][N:11]([CH2:12][CH2:13][OH:14])[c:15]1[cH:16][cH:17][c:18]([NH2:19])[cH:20][n:21]1,[C:1](=[O:2])([O:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:19][c:18]1[cH:17][cH:16][c:15]([N:11]([CH3:10])[CH2:12][CH2:13][OH:14])[n:21][cH:20]1
Cl[C:1]([CH2:2][O:3][CH3:4])=[O:5].[CH3:6][CH2:7][O:8][C:9](=[O:10])[CH2:11][C@H:12]1[O:13][C@H:14]([c:15]2[cH:16][cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]2[O:23][CH3:24])[c:25]2[cH:26][c:27]([Cl:28])[cH:29][cH:30][c:31]2[NH:32][C:33]1=[N:34][NH2:35],[C:1]([CH2:2][O:3][CH3:4])(=[O:5])[NH:35][N:34]=[C:33]1[C@@H:12]([CH2:11][C:9]([O:8][CH2:7][CH3:6])=[O:10])[O:13][C@H:14]([c:15]2[cH:16][cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]2[O:23][CH3:24])[c:25]2[cH:26][c:27]([Cl:28])[cH:29][cH:30][c:31]2[NH:32]1
[CH3:1][O:2][CH2:3][n:4]1[c:5](=[O:6])[c:7]2[c:8]([c:9]3[cH:10][cH:11][c:12]([CH2:13][C:14]#[N:15])[cH:16][c:17]13)[NH:18][CH2:19][CH2:20][CH2:21]2.[N-:22]=[N+:23]=[N-:24],[CH3:1][O:2][CH2:3][n:4]1[c:5](=[O:6])[c:7]2[c:8]([c:9]3[cH:10][cH:11][c:12]([CH2:13][c:14]4[n:15][n:22][n:23][nH:24]4)[cH:16][c:17]13)[NH:18][CH2:19][CH2:20][CH2:21]2
O[C:1]([CH:2]([CH:3]([NH:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][n:11][c:12]1-[n:13]1[cH:14][cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[n:23]1)[CH2:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[OH:31])=[O:32].[CH2:33]=[CH:34][CH2:35][NH2:36],[C:1]([CH:2]([CH:3]([NH:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][n:11][c:12]1-[n:13]1[cH:14][cH:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[n:23]1)[CH2:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[OH:31])(=[O:32])[NH:36][CH2:35][CH:34]=[CH2:33]
O=[CH:1][c:2]1[cH:3][cH:4][c:5]([OH:6])[n:7][cH:8]1.[CH3:9][O:10][c:11]1[cH:12][cH:13][cH:14][c:15]([NH2:16])[cH:17]1,[CH:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[n:7][cH:8]1)=[N:16][c:15]1[cH:14][cH:13][cH:12][c:11]([O:10][CH3:9])[cH:17]1
O[C:1]([CH2:2][C:3]1([CH2:4][NH2:5])[CH2:6][C@@H:7]([C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23]1)=[O:24],[C:1]1(=[O:24])[CH2:2][C:3]2([CH2:4][NH:5]1)[CH2:6][C@@H:7]([C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23]2
Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[NH2:9][C:10](=[O:11])[c:12]1[cH:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][c:22]2[c:23]([CH:24]3[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]3)[n:30][nH:31][c:32]12,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[N:27]1[CH2:26][CH2:25][CH:24]([c:23]2[c:22]3[cH:21][c:14](-[c:15]4[cH:16][cH:17][cH:18][cH:19][cH:20]4)[cH:13][c:12]([C:10]([NH2:9])=[O:11])[c:32]3[nH:31][n:30]2)[CH2:29][CH2:28]1
O=[C:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[s:10]1)[OH:11],[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[s:10]1)[OH:11]
Br[CH2:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].[CH3:9][c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[c:16]1[S:17](=[O:18])(=[O:19])[N:20]1[CH2:21][CH2:22][n:23]2[cH:24][cH:25][cH:26][c:27]2[CH:28]1[CH2:29][OH:30],[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[O:30][CH2:29][CH:28]1[N:20]([S:17]([c:16]2[c:10]([CH3:9])[cH:11][cH:12][cH:13][c:14]2[Cl:15])(=[O:18])=[O:19])[CH2:21][CH2:22][n:23]2[cH:24][cH:25][cH:26][c:27]21
Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[n:8][cH:9]1)(=[O:10])=[O:11].[CH3:12][N:13]([CH2:14][c:15]1[cH:16][nH:17][c:18](-[c:19]2[cH:20][cH:21][cH:22][n:23][c:24]2[C:25]#[N:26])[cH:27]1)[C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34],[S:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[n:8][cH:9]1)(=[O:10])(=[O:11])[n:17]1[cH:16][c:15]([CH2:14][N:13]([CH3:12])[C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[cH:27][c:18]1-[c:19]1[cH:20][cH:21][cH:22][n:23][c:24]1[C:25]#[N:26]
O[C:1]([c:2]1[n:3][cH:4][cH:5][c:6](-[c:7]2[n:8][n:9]3[c:10]([cH:11]2)[NH:12][CH:13]([c:14]2[cH:15][cH:16][c:17]([O:18][CH3:19])[c:20]([O:21][CH3:22])[cH:23]2)[CH2:24][CH:25]3[C:26]([F:27])([F:28])[F:29])[cH:30]1)=[O:31].[CH3:32][C:33]([CH3:34])([CH3:35])[O:36][C:37](=[O:38])[N:39]1[CH2:40][CH2:41][CH2:42][C@H:43]([NH2:44])[CH2:45]1,[C:1]([c:2]1[n:3][cH:4][cH:5][c:6](-[c:7]2[n:8][n:9]3[c:10]([cH:11]2)[NH:12][CH:13]([c:14]2[cH:15][cH:16][c:17]([O:18][CH3:19])[c:20]([O:21][CH3:22])[cH:23]2)[CH2:24][CH:25]3[C:26]([F:27])([F:28])[F:29])[cH:30]1)(=[O:31])[NH:44][C@H:43]1[CH2:42][CH2:41][CH2:40][N:39]([C:37]([O:36][C:33]([CH3:32])([CH3:34])[CH3:35])=[O:38])[CH2:45]1
O[C:1]([CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([C:8]([O:9][CH3:10])=[O:11])[cH:12][cH:13]1)=[O:14].[NH2:15][CH:16]1[CH2:17][CH2:18][N:19]([CH2:20][c:21]2[cH:22][cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:28]2)[CH2:29][CH2:30]1,[C:1]([CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([C:8]([O:9][CH3:10])=[O:11])[cH:12][cH:13]1)(=[O:14])[NH:15][CH:16]1[CH2:17][CH2:18][N:19]([CH2:20][c:21]2[cH:22][cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:28]2)[CH2:29][CH2:30]1
O[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[n:13][cH:14]1)=[O:15].[NH2:16][n:17]1[cH:18][cH:19][c:20]2[cH:21][c:22]([F:23])[cH:24][n:25][c:26]12,[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[n:13][cH:14]1)(=[O:15])[NH:16][n:17]1[cH:18][cH:19][c:20]2[cH:21][c:22]([F:23])[cH:24][n:25][c:26]12
Br[c:1]1[c:2]([C@@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][c:13]2[cH:14][c:15]([F:16])[cH:17][c:18]([F:19])[cH:20]2)[n:21][c:22]([C:23]#[C:24][C:25]([CH3:26])([CH3:27])[O:28][Si:29]([CH3:30])([CH3:31])[C:32]([CH3:33])([CH3:34])[CH3:35])[cH:36][cH:37]1.CC1(C)OB([c:38]2[cH:39][cH:40][c:41]([Cl:42])[c:43]3[c:44]([NH2:45])[n:46][n:47]([CH3:48])[c:49]23)OC1(C)C,[c:1]1(-[c:38]2[cH:39][cH:40][c:41]([Cl:42])[c:43]3[c:44]([NH2:45])[n:46][n:47]([CH3:48])[c:49]23)[c:2]([C@@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][c:13]2[cH:14][c:15]([F:16])[cH:17][c:18]([F:19])[cH:20]2)[n:21][c:22]([C:23]#[C:24][C:25]([CH3:26])([CH3:27])[O:28][Si:29]([CH3:30])([CH3:31])[C:32]([CH3:33])([CH3:34])[CH3:35])[cH:36][cH:37]1
Cl[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])=[O:7].[CH3:8][c:9]1[cH:10][c:11]([CH3:12])[cH:13][c:14]([C:15](=[O:16])[NH:17][NH2:18])[cH:19]1,[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])(=[O:7])[NH:18][NH:17][C:15]([c:14]1[cH:13][c:11]([CH3:12])[cH:10][c:9]([CH3:8])[cH:19]1)=[O:16]
O=[C:1]1[CH:2]([CH3:3])[CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14]1.[NH4+:15],[CH:1]1([NH2:15])[CH:2]([CH3:3])[CH2:4][N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14]1
C[O:1][C:2](=[O:3])[c:4]1[n:5][c:6]2[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][c:13](-[c:14]3[cH:15][cH:16][cH:17][o:18]3)[cH:19][n:20]2[c:21]1[Cl:22],[OH:1][C:2](=[O:3])[c:4]1[n:5][c:6]2[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][c:13](-[c:14]3[cH:15][cH:16][cH:17][o:18]3)[cH:19][n:20]2[c:21]1[Cl:22]
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][c:9]1[N+:10](=[O:11])[O-:12].[CH3:13][c:14]1[cH:15][n:16][c:17]([N:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[c:24]([CH3:25])[cH:26]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][c:9]1[N+:10](=[O:11])[O-:12])[N:21]1[CH2:20][CH2:19][N:18]([c:17]2[n:16][cH:15][c:14]([CH3:13])[cH:26][c:24]2[CH3:25])[CH2:23][CH2:22]1
C[O:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[C:8]#[N:9])[C:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Cl:17])=[N:18][CH2:19][C:20](=[O:21])[NH:22]2,[OH:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[C:8]#[N:9])[C:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Cl:17])=[N:18][CH2:19][C:20](=[O:21])[NH:22]2
C[O:1][C:2](=[O:3])[c:4]1[s:5][cH:6][cH:7][c:8]1[NH:9][S:10](=[O:11])(=[O:12])[c:13]1[cH:14][cH:15][c:16]([CH:17]2[CH2:18][CH2:19][CH2:20][CH2:21]2)[cH:22][c:23]1[F:24],[OH:1][C:2](=[O:3])[c:4]1[s:5][cH:6][cH:7][c:8]1[NH:9][S:10](=[O:11])(=[O:12])[c:13]1[cH:14][cH:15][c:16]([CH:17]2[CH2:18][CH2:19][CH2:20][CH2:21]2)[cH:22][c:23]1[F:24]
CCCC[Sn](CCCC)(CCCC)[c:1]1[cH:2][c:3]([CH3:4])[cH:5][cH:6][n:7]1.Cl[c:8]1[c:9]([CH:10]([CH3:11])[CH3:12])[c:13]([Cl:14])[c:15]2[c:16]([n:17]1)[cH:18][c:19]([F:20])[cH:21][cH:22]2,[c:1]1(-[c:8]2[c:9]([CH:10]([CH3:11])[CH3:12])[c:13]([Cl:14])[c:15]3[c:16]([n:17]2)[cH:18][c:19]([F:20])[cH:21][cH:22]3)[cH:2][c:3]([CH3:4])[cH:5][cH:6][n:7]1
c1ccc(C[O:1][c:2]2[c:3]([F:4])[cH:5][c:6](-[n:7]3[cH:8][n:9][n:10][n:11]3)[cH:12][cH:13]2)cc1,[OH:1][c:2]1[c:3]([F:4])[cH:5][c:6](-[n:7]2[cH:8][n:9][n:10][n:11]2)[cH:12][cH:13]1
[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH2:6][c:7]1[cH:8][cH:9][c:10]([NH2:11])[cH:12][cH:13]1)[NH:14][C:15](=[O:16])[C@@H:17]1[CH2:18][CH2:19][CH2:20][N:21]1[S:22](=[O:23])(=[O:24])[c:25]1[cH:26][cH:27][c:28]([CH3:29])[cH:30][cH:31]1.[S:32]=[C:33]=[N:34][CH2:35][CH2:36][CH2:37][c:38]1[cH:39][cH:40][cH:41][cH:42][cH:43]1,[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH2:6][c:7]1[cH:8][cH:9][c:10]([NH:11][C:33](=[S:32])[NH:34][CH2:35][CH2:36][CH2:37][c:38]2[cH:39][cH:40][cH:41][cH:42][cH:43]2)[cH:12][cH:13]1)[NH:14][C:15](=[O:16])[C@@H:17]1[CH2:18][CH2:19][CH2:20][N:21]1[S:22](=[O:23])(=[O:24])[c:25]1[cH:26][cH:27][c:28]([CH3:29])[cH:30][cH:31]1
